tint,yy
19.3387,-1.04076460888763
19.3550432653061,-0.945071568486613
19.3713865306122,-0.924282417109708
19.3877297959184,-0.966286724511401
19.4040730612245,-1.05897406044618
19.4204163265306,-1.1902339946685
19.4367595918367,-1.34795609693291
19.4531028571429,-1.52002993699387
19.469446122449,-1.69434508460587
19.4857893877551,-1.85879110952339
19.5021326530612,-2.00125758150092
19.5184759183673,-2.10963407029295
19.5348191836735,-2.17181014565396
19.5511624489796,-2.17749150082793
19.5675057142857,-2.13219082980068
19.5838489795918,-2.04955975034421
19.600192244898,-1.94331714406349
19.6165355102041,-1.82718189256349
19.6328787755102,-1.71487287744916
19.6492220408163,-1.61941458771029
19.6655653061224,-1.5444044381927
19.6819085714286,-1.48664590639512
19.6982518367347,-1.44279248101141
19.7145951020408,-1.40949765073542
19.7309383673469,-1.38341490426098
19.7472816326531,-1.36129886501548
19.7636248979592,-1.34223025529756
19.7799681632653,-1.3276158962771
19.7963114285714,-1.31896374385754
19.8126546938776,-1.31778175394228
19.8289979591837,-1.32557788243475
19.8453412244898,-1.34383520933672
19.8616844897959,-1.3729100284387
19.878027755102,-1.41159513704668
19.8943710204082,-1.45856816625535
19.9107142857143,-1.5125067471594
19.9270575510204,-1.57208851085354
19.9434008163265,-1.63598272692214
19.9597440816327,-1.7018469222019
19.9760873469388,-1.76537366860631
19.9924306122449,-1.82202977727044
20.008773877551,-1.86728205932937
20.0251171428571,-1.89659732591818
20.0414604081633,-1.90544544123033
20.0578036734694,-1.89150973678744
20.0741469387755,-1.8585888200536
20.0904902040816,-1.81152849751852
20.1068334693878,-1.75517457567189
20.1231767346939,-1.6943728610034
20.13952,-1.63396916000276
20.1558632653061,-1.57789804857732
20.1722065306122,-1.52644918030497
20.1885497959184,-1.47900097818131
20.2048930612245,-1.43493186520189
20.2212363265306,-1.3936202643623
20.2375795918367,-1.35444459865808
20.2539228571429,-1.31727077017036
20.270266122449,-1.28481138829315
20.2866093877551,-1.26080944824265
20.3029526530612,-1.2490093664569
20.3192959183673,-1.25315555937393
20.3356391836735,-1.27699244343178
20.3519824489796,-1.32358416527366
20.3683257142857,-1.39007400481007
20.3846689795918,-1.4705566254636
20.401012244898,-1.55910149547926
20.4173555102041,-1.64977808310206
20.4336987755102,-1.73665585657701
20.4500420408163,-1.81397294749367
20.4663853061224,-1.87825726100745
20.4827285714286,-1.92768690443707
20.4990718367347,-1.96047641638358
20.5154151020408,-1.9748403354481
20.5317583673469,-1.96899320023172
20.5481016326531,-1.94128578467058
20.5644448979592,-1.89320227540685
20.5807881632653,-1.82936027178876
20.5971314285714,-1.75451360849955
20.6134746938775,-1.67341612022252
20.6298179591837,-1.59082164164089
20.6461612244898,-1.5114498654502
20.6625044897959,-1.43847397875428
20.678847755102,-1.37292128150304
20.6951910204082,-1.31566100888847
20.7115342857143,-1.26756239610256
20.7278775510204,-1.22949467833729
20.7442208163265,-1.20232592291238
20.7605640816327,-1.18678288460263
20.7769073469388,-1.18331786819892
20.7932506122449,-1.19235164594082
20.809593877551,-1.21430499006785
20.8259371428571,-1.24959867281958
20.8422804081633,-1.29865195440519
20.8586236734694,-1.36078787302271
20.8749669387755,-1.43230087005864
20.8913102040816,-1.50896676048594
20.9076534693878,-1.58656135927753
20.9239967346939,-1.6608604814064
20.94034,-1.72763994184548
20.9566832653061,-1.78338131115129
20.9730265306122,-1.82738918221464
20.9893697959184,-1.85967390350989
21.0057130612245,-1.88024582351141
21.0220563265306,-1.88911529069357
21.0383995918367,-1.88629265353075
21.0547428571429,-1.8717934089523
21.071086122449,-1.8456631190634
21.0874293877551,-1.80795822827204
21.1037726530612,-1.75873519599629
21.1201159183673,-1.6980504816542
21.1364591836735,-1.62596054466384
21.1528024489796,-1.5429364699463
21.1691457142857,-1.4530581199492
21.1854889795918,-1.36226349363376
21.201832244898,-1.27650594646136
21.2181755102041,-1.20173883389333
21.2345187755102,-1.14391551139103
21.2508620408163,-1.10865585038516
21.2672053061224,-1.09705234310611
21.2835485714286,-1.10693467402829
21.2998918367347,-1.13606049507545
21.3162351020408,-1.18218745817136
21.3325783673469,-1.24307321523978
21.3489216326531,-1.31642126390566
21.3652648979592,-1.39868955292132
21.3816081632653,-1.48509048216641
21.3979514285714,-1.57078229722177
21.4142946938776,-1.65092324366823
21.4306379591837,-1.72067156708664
21.4469812244898,-1.7752515503674
21.4633244897959,-1.812878721941
21.479667755102,-1.83591917743463
21.4960110204082,-1.84704474076043
21.5123542857143,-1.84892723583058
21.5286975510204,-1.8442384865572
21.5450408163265,-1.83563877522723
21.5613840816327,-1.82439184747449
21.5777273469388,-1.80904916700323
21.5940706122449,-1.78785057363643
21.610413877551,-1.75903590719709
21.6267571428571,-1.72084500750819
21.6431004081633,-1.6715197138078
21.6594436734694,-1.61075144126181
21.6757869387755,-1.54223643342712
21.6921302040816,-1.47035673323067
21.7084734693878,-1.39949438359937
21.7248167346939,-1.33403142746012
21.74116,-1.27834990773985
21.7575032653061,-1.23620455207642
21.7738465306122,-1.20884082695142
21.7901897959184,-1.19687688355744
21.8065330612245,-1.20093087308701
21.8228763265306,-1.22162094673271
21.8392195918367,-1.25956525568708
21.8555628571429,-1.31468254756844
21.871906122449,-1.38280729781081
21.8882493877551,-1.45829565067814
21.9045926530612,-1.53550171135691
21.9209359183673,-1.60877958503361
21.9372791836735,-1.67248337689471
21.9536224489796,-1.72155742156261
21.9699657142857,-1.75608323578691
21.9863089795918,-1.77878743860397
22.002652244898,-1.79241850939968
22.0189955102041,-1.79972492755988
22.0353387755102,-1.80345517247046
22.0516820408163,-1.80615575714122
22.0680253061225,-1.80763129906098
22.0843685714286,-1.80571037669541
22.1007118367347,-1.79817794377297
22.1170551020408,-1.78281895402213
22.1333983673469,-1.75741836117134
22.1497416326531,-1.71989349363619
22.1660848979592,-1.67120629763607
22.1824281632653,-1.61536333719419
22.1987714285714,-1.55650355102087
22.2151146938776,-1.49876587782644
22.2314579591837,-1.44628925632125
22.2478012244898,-1.40315692673011
22.2641444897959,-1.3709291941765
22.280487755102,-1.34766561082633
22.2968310204082,-1.3311678654868
22.3131742857143,-1.31923764696514
22.3295175510204,-1.30967664406857
22.3458608163265,-1.30030115562017
22.3622040816327,-1.29069529236114
22.3785473469388,-1.28387651875806
22.3948906122449,-1.28325676970549
22.411233877551,-1.29224798009801
22.4275771428571,-1.31426208483019
22.4439204081633,-1.35270774952743
22.4602636734694,-1.40862341966598
22.4766069387755,-1.47649919457212
22.4929502040816,-1.54970381424636
22.5092934693878,-1.62160601868923
22.5256367346939,-1.68557454790124
22.54198,-1.73497814188296
22.5583232653061,-1.76497061871091
22.5746665306122,-1.77784610876578
22.5910097959184,-1.77768382050427
22.6073530612245,-1.76856296238309
22.6236963265306,-1.75456274285894
22.6400395918367,-1.73976237038854
22.6563828571429,-1.72747712236378
22.672726122449,-1.71656118602271
22.6890693877551,-1.70425402550721
22.7054126530612,-1.68779287775493
22.7217559183673,-1.66441497970347
22.7380991836735,-1.63135756829046
22.7544424489796,-1.58636954219339
22.7707857142857,-1.53165315226987
22.7871289795918,-1.47170365198944
22.803472244898,-1.41103524525645
22.8198155102041,-1.35416213597526
22.8361587755102,-1.30559852805019
22.8525020408163,-1.26961390616403
22.8688453061224,-1.24715544684753
22.8851885714286,-1.2367759937676
22.9015318367347,-1.23697553123931
22.9178751020408,-1.24625404357771
22.9342183673469,-1.26311151509786
22.9505616326531,-1.28608388486533
22.9669048979592,-1.31453405120768
22.9832481632653,-1.34865187171448
22.9995914285714,-1.38866315872577
23.0159346938776,-1.43479372458164
23.0322779591837,-1.48726938162214
23.0486212244898,-1.54629394939665
23.0649644897959,-1.61107505549067
23.081307755102,-1.67943803986689
23.0976510204082,-1.74910642401257
23.1139942857143,-1.81780372941492
23.1303375510204,-1.88325347756122
23.1466808163265,-1.94318145235708
